Voivodeship,County/City,Last Update,Confirmed,Deaths
łódzkie,bełchatowski,2020-03-16 14:59:03,1,0
śląskie,będziński,2020-03-16 14:59:03,2,0
lubelskie,biłgorajski,2020-03-16 14:59:03,1,0
dolnośląskie,bolesławiecki,2020-03-16 14:59:03,1,0
śląskie,Chorzów,2020-03-16 14:59:03,1,0
śląskie,cieszyński,2020-03-16 14:59:03,4,0
pomorskie,Gdańsk,2020-03-16 14:59:03,2,0
lubuskie,Gorzów Wielkopolski,2020-03-16 14:59:03,1,0
lubelskie,janowski,2020-03-16 14:59:03,5,0
opolskie,kędzierzyńsko-kozielski,2020-03-16 14:59:03,1,0
świętokrzyskie,Kielce,2020-03-16 14:59:03,1,0
małopolskie,Kraków,2020-03-16 14:59:03,1,0
opolskie,krapkowicki,2020-03-16 14:59:03,1,0
dolnośląskie,Legnica,2020-03-16 14:59:03,1,0
dolnośląskie,legnicki,2020-03-16 14:59:03,1,0
podkarpackie,leżajski,2020-03-16 14:59:03,7,0
lubelskie,lubartowski,2020-03-16 14:59:03,1,0
lubelskie,Lublin,2020-03-16 14:59:03,9,1
łódzkie,łódzki wschodni,2020-03-16 14:59:03,1,0
łódzkie,Łódź,2020-03-16 14:59:03,14,0
dolnośląskie,oleśnicki,2020-03-16 14:59:03,1,0
warmińsko-mazurskie,Olsztyn,2020-03-16 14:59:03,3,0
świętokrzyskie,ostrowiecki,2020-03-16 14:59:03,3,0
warmińsko-mazurskie,ostródzki,2020-03-16 14:59:03,1,0
łódzkie,pabianicki,2020-03-16 14:59:03,1,0
mazowieckie,piaseczyński,2020-03-16 14:59:03,3,0
łódzkie,poddębicki,2020-03-16 14:59:03,1,0
zachodniopomorskie,policki,2020-03-16 14:59:03,2,0
wielkopolskie,Poznań,2020-03-16 14:59:03,7,1
wielkopolskie,poznański,2020-03-16 14:59:03,3,0
mazowieckie,pruszkowski,2020-03-16 14:59:03,3,0
śląskie,Rybnik,2020-03-16 14:59:03,5,0
podkarpackie,Rzeszów,2020-03-16 14:59:03,1,0
lubuskie,słubicki,2020-03-16 14:59:03,1,0
śląskie,Sosnowiec,2020-03-16 14:59:03,1,0
zachodniopomorskie,stargardzki,2020-03-16 14:59:03,3,0
opolskie,strzelecki,2020-03-16 14:59:03,4,0
zachodniopomorskie,Szczecin,2020-03-16 14:59:03,1,0
warmińsko-mazurskie,szczycieński,2020-03-16 14:59:03,1,0
śląskie,tarnogórski,2020-03-16 14:59:03,1,0
lubelskie,tomaszowski,2020-03-16 14:59:03,1,0
łódzkie,tomaszowski,2020-03-16 14:59:03,1,0
śląskie,Tychy,2020-03-16 14:59:03,1,0
dolnośląskie,wałbrzyski,2020-03-16 14:59:03,1,0
mazowieckie,Warszawa,2020-03-16 14:59:03,22,0
dolnośląskie,Wrocław,2020-03-16 14:59:03,18,1
śląskie,zawierciański,2020-03-16 14:59:03,1,0
łódzkie,zgierski,2020-03-16 14:59:03,3,0
